,split,genre,dataset,year,sid,score,sentence1,sentence2
209,train,main-captions,MSRvid,2012test,307,0.2,Một người đàn ông đang cắt cỏ.,Một người phụ nữ đang cắt một quả chanh.
210,train,main-captions,MSRvid,2012test,309,0.8,Một người đàn ông đang mở một cánh cửa.,Một người đàn ông đang chơi guitar.
211,train,main-captions,MSRvid,2012test,311,4.2,Một người đàn ông đang cắt một củ khoai tây thành miếng.,Một người đàn ông đang cắt một củ khoai tây.
212,train,main-captions,MSRvid,2012test,312,3.8,Người phụ nữ đang cắt bạch tuộc nấu chín.,Một người phụ nữ đang chặt bạch tuộc.
213,train,main-captions,MSRvid,2012test,314,0.4,Một người đàn ông đang đấm xuyên qua các tấm ván.,Một đang chạy trong nước.
214,train,main-captions,MSRvid,2012test,316,0.8,Một người đàn ông đang nhảy múa.,Một người đàn ông đang ăn bánh mì.
215,train,main-captions,MSRvid,2012test,317,1.2,Ai đó đang chơi piano.,Một người đàn ông đang chơi guitar.
216,train,main-captions,MSRvid,2012test,318,2.8,Hai con cáo đang ăn từ một cái đĩa trên sân gạch.,Cáo đang ăn từ đĩa.
217,train,main-captions,MSRvid,2012test,319,3.2,Một cậu bé đang chơi bảng phím.,Một cậu bé đang chơi piano.
218,train,main-captions,MSRvid,2012test,320,5.0,Một người chơi bàn phím.,Ai đó đang chơi bàn phím.
219,train,main-captions,MSRvid,2012test,322,0.0,Một người đàn ông đang bắn súng.,Một người đàn ông đang khạc nhổ.
220,train,main-captions,MSRvid,2012test,323,1.0,Ai đó đang cắt một củ hành tây.,Someoen đang gọt vỏ khoai tây.
221,train,main-captions,MSRvid,2012test,325,0.0,Một người đàn ông đang bơi.,Một người phụ nữ đang thái thịt.
222,train,main-captions,MSRvid,2012test,327,3.75,Một người đàn ông đang chơi guitar.,Một người đàn ông chơi guitar acoustic.
223,train,main-captions,MSRvid,2012test,328,0.4,Một người phụ nữ đang cắt một quả bí ngô.,Một người phụ nữ đang cưỡi một con voi.
224,train,main-captions,MSRvid,2012test,329,0.4,Một người phụ nữ đang nhảy múa.,Một người phụ nữ đang nhào bột.
225,train,main-captions,MSRvid,2012test,331,0.6,Một người phụ nữ đang đập trứng vào bát.,Một người phụ nữ đang đặt xiên lên giá.
226,train,main-captions,MSRvid,2012test,332,4.0,Một chiếc ô tô đang di chuyển qua một con đường.,Một chiếc ô tô đang lái trên đường.
227,train,main-captions,MSRvid,2012test,334,0.4,Ai đó đang bôi trơn chảo.,Smeone đang nằm.
228,train,main-captions,MSRvid,2012test,335,0.4,Một người đàn ông đang chơi guitar.,Một người đàn ông đang rút mì ống.
229,train,main-captions,MSRvid,2012test,336,0.4,Một người phụ nữ đang uống vodka.,Một người phụ nữ đang tập thể dục.
230,train,main-captions,MSRvid,2012test,339,4.8,Một người phụ nữ đang cắt thịt thành miếng.,Một người phụ nữ đang cắt một ít thịt.
231,train,main-captions,MSRvid,2012test,342,0.6,Một người đàn ông đang rửa bít tết.,Một người đàn ông đang chơi guitar.
232,train,main-captions,MSRvid,2012test,344,0.8,Một người đàn ông đang bán các mặt hàng.,Một người đàn ông đang dọn dẹp nhà cửa.
233,train,main-captions,MSRvid,2012test,347,3.2,Một người đàn ông đang nhảy tường.,Một người đàn ông nhảy lên một bức tường ngắn.
234,train,main-captions,MSRvid,2012test,348,3.2,Người chạy đua quanh một đường đua.,Các vận động viên thi đấu trong một cuộc đua.
235,train,main-captions,MSRvid,2012test,349,0.6,Một người đàn ông đang đá một quả bóng đá.,Một người đàn ông đang trộn một cái bát.
236,train,main-captions,MSRvid,2012test,350,0.6,Một người phụ nữ đang chiên một cái gì đó.,Một người phụ nữ đang cưỡi ngựa.
237,train,main-captions,MSRvid,2012test,351,0.0,Một con mèo đang liếm một cái mút.,Một người phụ nữ đang cắt dưa chuột.
238,train,main-captions,MSRvid,2012test,352,1.4,Một người phụ nữ đang nhảy múa bên đống lửa.,Một người phụ nữ đang tắm.
239,train,main-captions,MSRvid,2012test,355,2.2,Người đàn ông đang cắt một con cá ra.,Một người đàn ông đang cắt một củ khoai tây.
240,train,main-captions,MSRvid,2012test,357,3.6,Bơ đang tan chảy trong chảo.,Một người đàn ông đang nấu chảy bơ trong chảo.
241,train,main-captions,MSRvid,2012test,359,3.111,Ba cậu bé đang nhảy múa.,Trẻ em đang nhảy múa.
242,train,main-captions,MSRvid,2012test,360,0.6,Một người phụ nữ đang chơi một trò chơi với một người đàn ông.,Một người đàn ông đang chơi piano.
243,train,main-captions,MSRvid,2012test,361,0.4,Người đàn ông đang lái một chiếc ô tô màu trắng.,Một người đàn ông đang trả lời phỏng vấn.
244,train,main-captions,MSRvid,2012test,365,4.25,Một người đàn ông lái xe của mình.,Một người đàn ông đang lái xe.
245,train,main-captions,MSRvid,2012test,366,3.0,Một chiếc ô tô lùi ra khỏi một khoảng trống.,Một chiếc ô tô đang lùi ra khỏi làn đường bị chặn.
246,train,main-captions,MSRvid,2012test,368,5.0,Một người đàn ông đặt một ít phô mai lên bánh pizza.,Người đàn ông rắc phô mai lên bánh pizza.
247,train,main-captions,MSRvid,2012test,369,5.0,Cậu bé đang chơi piano.,Một cậu bé chơi piano.
248,train,main-captions,MSRvid,2012test,371,3.75,Người đàn ông chơi guitar của mình.,Một người đàn ông đang chơi guitar.
249,train,main-captions,MSRvid,2012test,373,0.2,Một người đàn ông đang cưỡi ngựa.,Một người đàn ông đang chơi đàn phím.
250,train,main-captions,MSRvid,2012test,374,0.4,Một người đàn ông đang đi trên một sợi dây.,Một người đàn ông đang cưỡi mo-pad.
251,train,main-captions,MSRvid,2012test,376,1.286,Một cô gái đang thổi sáo.,Một ban nhạc đang chơi trên sân khấu.
252,train,main-captions,MSRvid,2012test,377,4.6,Mọi người bước xuống tàu.,Một nhóm người xuống tàu.
253,train,main-captions,MSRvid,2012test,378,0.6,Một người phụ nữ đang may trên máy.,Một người phụ nữ đang làm bánh mì một ít thịt.
254,train,main-captions,MSRvid,2012test,379,2.0,Một đang nhìn vào bể bơi.,Một đang đi dạo quanh hồ bơi.
255,train,main-captions,MSRvid,2012test,380,5.0,Một người đàn ông đang bơ một miếng bánh mì.,Một người đàn ông đang thoa bơ lên bánh mì.
256,train,main-captions,MSRvid,2012test,382,1.8,Một người đàn ông đang cắt cà chua thành miếng.,Một người phụ nữ đang cắt một số loại rau.
257,train,main-captions,MSRvid,2012test,384,2.4,Ba cô gái tuổi teen nhảy múa trong phòng.,Một số cô gái tuổi teen đang nhảy múa trước ống kính.
258,train,main-captions,MSRvid,2012test,385,2.4,Một con sư tử đang đi bộ.,Một con sư tử đang bước đi trong một cây bút.
259,train,main-captions,MSRvid,2012test,386,0.4,Một người đàn ông bắn một chiếc ô tô.,Một người đàn ông đang cắt một củ khoai tây.
260,train,main-captions,MSRvid,2012test,388,4.2,Một con ngựa đen đang chạy xung quanh.,Con ngựa đang chạy.
261,train,main-captions,MSRvid,2012test,390,0.0,Một người phụ nữ đang bóc lột tôm.,Một người đàn ông đang nhảy múa trong mưa.
262,train,main-captions,MSRvid,2012test,391,0.0,Một người đàn ông đang cưỡi ngựa.,Một người phụ nữ đang giặt tủ đông.
263,train,main-captions,MSRvid,2012test,393,0.8,Một người đàn ông bước xuống một con đường.,Một người đàn ông đi ngang qua một sợi dây thừng chặt.
264,train,main-captions,MSRvid,2012test,394,1.4,Một người đàn ông đang cắt một củ khoai tây.,Một người phụ nữ đang cắt một cây jalepeno.
265,train,main-captions,MSRvid,2012test,395,1.5,Một đang sủa vào một quả bóng.,Một bơi sau một quả bóng tennis.
266,train,main-captions,MSRvid,2012test,397,2.5,Một đứa trẻ chạy trốn khỏi một con cá đu đưa trên cần câu.,Một đứa trẻ đang chạy quanh cần câu.
267,train,main-captions,MSRvid,2012test,398,2.5,Một người đàn ông đang đi dọc theo một con đường xuyên qua vùng hoang dã.,Một người đàn ông đang đi bộ trên đường.
268,train,main-captions,MSRvid,2012test,399,3.5,Một người đàn ông lớn tuổi đang phát biểu tại bục giảng.,Một người đàn ông đang phát biểu tại bục giảng.
269,train,main-captions,MSRvid,2012test,401,3.4,Một người đàn ông cưỡi ngựa quay chậm.,Một người đàn ông đang cưỡi trên một con ngựa.
270,train,main-captions,MSRvid,2012test,402,3.8,Một người đang cắt một ít phô mai burrata.,Người đang cắt phô mai.
271,train,main-captions,MSRvid,2012test,403,3.8,Người đàn ông đang bắn một khẩu súng trường tự động.,Một người đàn ông đang bắn súng.
272,train,main-captions,MSRvid,2012test,406,1.5,Một người đàn ông đang nghiền tỏi bằng mặt sau của một con dao.,Một người phụ nữ đang cắt thịt bằng dao.
273,train,main-captions,MSRvid,2012test,407,0.5,Một người phụ nữ đang giũa móng tay của mình bằng một tấm bảng nhám.,Một người phụ nữ đang cho con bú bình sữa.
274,train,main-captions,MSRvid,2012test,408,0.0,Một người đàn ông đang cưỡi ván trượt.,Một người phụ nữ đang cắt một củ khoai tây.
275,train,main-captions,MSRvid,2012test,409,0.0,Một người phụ nữ đang tắm.,Một người đàn ông đang cưỡi một con ngựa trắng.
276,train,main-captions,MSRvid,2012test,410,0.8,Một người đàn ông đang nhảy múa.,Một người đàn ông đang cưỡi ngựa.
277,train,main-captions,MSRvid,2012test,413,0.85,Một người đàn ông đang chèo thuyền.,Một người đàn ông đang bắn một khẩu súng.
278,train,main-captions,MSRvid,2012test,414,3.4,Một người đàn ông đang đu dây thừng gắn trên trần nhà.,Một người đàn ông đang đu trên một sợi dây.
279,train,main-captions,MSRvid,2012test,415,0.4,Một người phụ nữ đang cưỡi ngựa trên bãi biển.,Một người đàn ông đang cõng một người đàn ông khác trên lưng.
280,train,main-captions,MSRvid,2012test,416,1.75,Một người đàn ông cầm một con vật nhỏ trong một tay.,Một người đàn ông khoe một con khỉ nhỏ.
281,train,main-captions,MSRvid,2012test,417,3.25,Một người đang gấp một mảnh giấy vuông.,Một người đàn ông đang gấp giấy.
282,train,main-captions,MSRvid,2012test,418,0.75,Một người đang chiên thịt trong chảo.,Một người đang cầm một con chồn hôi.
283,train,main-captions,MSRvid,2012test,422,0.0,Một con tinh tinh đang làm tổn thương một người phụ nữ.,Một người đàn ông đang lái xe.
284,train,main-captions,MSRvid,2012test,423,0.0,Người phụ nữ đang bóc tôm.,Người đàn ông đang cầm một con vượn cáo.
285,train,main-captions,MSRvid,2012test,427,4.25,Hai con ngựa vằn đang chơi.,Ngựa vằn đang giao lưu.
286,train,main-captions,MSRvid,2012test,428,1.8,Một người phụ nữ đang cắt bơ.,Một người phụ nữ cắt đậu phụ.
287,train,main-captions,MSRvid,2012test,429,3.2,Một số người đàn ông đang chơi guitar.,Ba người đàn ông đang chơi guitar và hát cùng nhau.
288,train,main-captions,MSRvid,2012test,430,3.6,Những con voi phun nước lên mình.,Voi tự phun nước.
289,train,main-captions,MSRvid,2012test,432,2.6,Một ngồi ở quầy của một cửa hàng.,đang đứng ở quầy.
290,train,main-captions,MSRvid,2012test,433,3.2,Ai đó khoan một lỗ trên dải gỗ bằng máy khoan điện.,Một người đàn ông khoan một lỗ trên một mảnh gỗ.
291,train,main-captions,MSRvid,2012test,437,2.8,Một người phụ nữ đang cắt một số loại rau.,Người phụ nữ đang thái tỏi.
292,train,main-captions,MSRvid,2012test,438,4.6,Một con lửng đang đào một cái lỗ.,Một con lửng đang đào trái đất.
293,train,main-captions,MSRvid,2012test,439,0.0,Một người phụ nữ đang trượt nước trên hồ.,Một người đàn ông đang thổi sáo.
294,train,main-captions,MSRvid,2012test,440,0.25,Một cô gái đang chơi violin.,Một em bé đang cười và cười khúc khích.
295,train,main-captions,MSRvid,2012test,441,3.923,Một chiếc trực thăng đang hạ cánh trên sân bay trực thăng.,Một chiếc trực thăng hạ cánh.
296,train,main-captions,MSRvid,2012test,442,2.75,Một người phụ nữ đang cắt một con gà.,Một người phụ nữ đang thái thịt.
297,train,main-captions,MSRvid,2012test,443,0.0,Một người phụ nữ đang cắt dưa chuột.,Một người đàn ông đang chơi guitar.
298,train,main-captions,MSRvid,2012test,444,3.0,Một người phụ nữ cưỡi voi trước đám đông yêu mến.,Một người phụ nữ cưỡi voi.
299,train,main-captions,MSRvid,2012test,445,3.8,Một con đang trượt ngược dọc theo sàn nhà.,Một con đang tự đẩy mình về phía sau.
300,train,main-captions,MSRvid,2012test,447,4.6,Một người phụ nữ chẻ tép tỏi.,Một người phụ nữ đang bẻ một đầu tỏi thành đinh hương.
